verb	freq	adv_continuous	adv_evaluation	adv_manner	adv_temporal	for_pp	fut	in_pp	neg	noSubj	past	perfect	present	progressive	prt
co-habit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-habitated	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
co-headed	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
co-held	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
co-host	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
co-hosted	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-hosting	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1
co-hosts	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-implement	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
co-inaugurate	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
co-incide	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-infected	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
co-initiated	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-invest	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1
co-invested	1	1	1	1	1	1	1	1	1	3	2	4	3	1	1
co-investing	1	1	1	1	1	1	1	1	1	2	1	1	4	4	1
co-issued	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
co-laid	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-launched	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1
co-launching	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-laureate	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-lead	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
co-leader	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
co-leaders	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-leading	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
co-leads	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-led	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
co-licensing	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-live	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-located	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
co-locating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-manage	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
co-managed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-manages	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
co-managing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-manufactured	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
co-manufactures	1	1	1	1	2	1	1	1	1	1	1	1	5	1	1
co-manufacturing	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1
co-mingled	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-named	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-number	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-occupying	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-officiate	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
co-officiated	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
co-ooperate	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
co-op	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-oped	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-opened	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-operare	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-operat	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-operate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
co-operated	1	1	1	1	1	1	1	1	1	1	2	4	3	1	1
co-operates	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-operating	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
co-operation	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-operatively	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-operatives	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
co-opt	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-opted	1	1	1	1	1	1	1	1	1	4	3	3	1	1	1
co-opting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-ordi	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
co-ordinate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-ordinated	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
co-ordinates	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-ordinating	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
co-ordinator	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-ordinators	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-organised	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
co-organising	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1
co-organize	1	1	1	1	1	1	4	1	1	2	1	1	1	1	1
co-organized	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
co-organizes	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-organizing	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
co-own	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
co-owned	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
co-owner	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-owning	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-owns	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-painted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-pastored	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-payments	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
co-penned	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
co-performed	1	1	1	1	1	1	3	1	1	5	3	3	1	1	1
co-pilot	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
co-piloted	1	1	1	1	1	1	1	1	1	3	4	1	1	1	1
co-piloting	1	1	1	1	1	1	1	1	1	1	5	1	1	5	1
co-pioneered	1	1	1	1	1	1	1	1	1	4	5	1	1	1	1
co-pioneering	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-plan	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-planted	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-premier	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-premiers	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-prepared	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-present	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
co-presented	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-preside	1	1	1	1	1	1	2	1	1	3	1	1	1	1	3
co-presided	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
co-presiding	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-produce	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
co-produced	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1
co-produces	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1
co-producing	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1
co-production	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-promoted	1	1	1	1	1	1	1	1	1	5	1	1	5	5	1
co-promotes	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-proposed	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
co-prosperity	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-provided	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
co-publish	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
co-published	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
co-rank	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-ranked	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
co-released	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-represent	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
co-researched	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-responsible	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-rotate	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-rule	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-ruled	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1
co-running	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-runs	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-sanctioned	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-scripted	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-secretaire	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-share	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
co-sharing	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
co-sign	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
co-signed	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
co-signing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-sponsor	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
co-sponsored	1	1	1	1	1	1	1	1	1	5	1	2	2	1	1
co-sponsoreed	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-sponsoring	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1
co-sponsors	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
co-stage	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
co-staged	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-star	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1
co-stared	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-starred	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
co-starring	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1
co-stars	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co-submitted	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
co-supported	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-terminate	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
co-unveiled	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-won	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
co-work	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
co-worked	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
co-workers	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
co-writing	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
co-written	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
co-wrote	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
co.	1	1	1	1	1	1	1	1	1	4	1	1	3	1	1
coa	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
coach	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
coachanghel	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
coachfrance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coacre	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coagulate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coakq	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coal	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
coal-burning	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1
coal-generated	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
coal-mining	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coalb	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coalesce	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coalfield	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
coalign	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
coaliticm	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coalition	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
coalition-building	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coallate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coalmine	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coalminer	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3
coan	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coarse	1	1	1	1	1	1	1	1	1	2	2	2	4	1	1
coast	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
coast-guards	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
coastal	1	1	1	1	1	1	1	1	1	4	2	1	2	1	1
coastguard	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
coastline	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
coat	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1
coatdress	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
coauthor	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
coax	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
cobalt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cobble	1	1	1	1	1	1	1	1	1	4	1	1	1	1	4
cobi	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
cobra	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
cobresal	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coca	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
coca-cola	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
cocaine	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cocaine-taking	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cocede	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cocern	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cochair	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cochin	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cochran	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cock	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1
cock-fighting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cockade	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cockerill	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cockey	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
cockfight	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cockroach	1	1	1	1	1	1	1	1	1	5	1	1	3	1	1
cocktail	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
cocnern	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
cocoa	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coconut	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
cocoon	1	1	1	1	1	2	1	1	1	5	2	2	1	1	1
cocu	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
cod	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
coddle	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
code	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
code-named	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
code-share	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
code-sharing	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
code-word	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
coded-named	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
codeine	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
codemn	1	1	1	1	1	1	1	1	1	2	1	3	5	1	1
codename	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
coder	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
codeshare	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
codevelop	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
codeword	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
codeyo	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
codify	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
codine	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
codle	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
codname	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
codol	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
coe	1	1	1	1	1	1	1	1	1	1	5	3	1	1	3
coedit	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
coeh	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coelho	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coerce	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
coercion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
coercive	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
coercively	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coetzer	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coexist	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
coexistence	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
coexistent	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
coextince	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
cof	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coffee	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coffer	1	1	1	1	1	1	1	1	1	1	5	1	1	1	5
coffin	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
coffirm	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
cofidi	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
cofinance	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
cofirm	1	1	1	1	1	1	1	1	3	3	1	3	3	1	1
coflexip	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5
coflict	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cofound	1	1	1	1	1	1	1	1	1	2	5	1	1	1	1
cogema	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cognitive	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cognizable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cognizance	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
cognizant	1	1	1	1	3	1	1	1	1	5	1	1	1	1	1
cognize	1	1	1	1	1	1	1	1	3	5	3	3	1	1	1
coha	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
cohabit	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
cohabitate	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
cohabitation	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
cohen	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
cohere	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coherent	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1
cohesion	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cohesive	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cohesiveness	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
cohiba	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
cohmct	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cohost	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coiffeur	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coiffure	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coil	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
coimmit	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
coin	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
coinage	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coincide	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
coincided	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coincident	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
coincidental	1	1	1	1	1	1	1	1	1	1	5	1	1	5	1
coincidentally	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coincidently	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coinduct	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coinicide	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cointinue	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1
coist	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
coiuld	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
coiuntry	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coke	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
col	1	1	1	1	2	1	1	1	1	3	2	3	3	1	1
col.	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colaborate	1	1	1	1	1	1	1	1	1	5	5	1	1	5	1
colak	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colchester	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
colck	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
cold	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
cold-call	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
cold-hearted	1	1	1	1	1	1	1	1	1	5	5	3	1	1	1
cold-shoulder	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1
cold-shouldered	1	1	1	1	1	1	1	1	1	3	2	3	2	1	1
cold-shouldering	1	1	1	1	1	1	1	1	1	2	2	4	3	4	1
colder	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
coldness	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
cole	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
coleague	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colect	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
colegiale	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coleman	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colgate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coli	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colin	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
coliseum	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
coll	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2
colla	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1
collaberate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collaborate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
collaborateur	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collaboration	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1
collaborative	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
collaborator	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
collabordtcve	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collabort	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
collague	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collap	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
collapase	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
collapesd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
collapse	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
collapse\/implode	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collar	1	1	1	1	1	1	1	1	1	2	4	2	1	1	1
collard	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
collasp	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
collate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
collateral	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collateral-free	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collateralise	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
collateralize	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
collcet	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
colldy	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colleague	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
collece	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
collecet	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
collecrt	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
collect	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
collecte	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collection	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
collective	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
collectively	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
collectively-owned	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1
collectivism	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
collectivize	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
collede	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
colleen	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
college	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
collegian	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collegue	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collenette	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collet	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
collete	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1
colli	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collide	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
colliery	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collin	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
collina	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
colline	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
collingwood	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
collision	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
colllapse	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colllude	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colloborate	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
collocation	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colloquial	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collor	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
collpase	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
collstrop	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
collude	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
collusion	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
collymore	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
coloane	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colock	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
cologne	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1
colombia	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
colombian	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
colombo	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colomier	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colon	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
colonel	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
colonel-general	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
colonial	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colonialism	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
colonialist	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colonialize	1	1	1	1	1	1	3	1	1	5	1	1	1	1	1
coloniese	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colonisation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
colonise	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
