"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_belles_lettres"	"554"	"carry"	"Questions and , particularly , exclamations are usually channeled along informal , horizontal lines not indicated in Figure 3 and seldom are carried beyond the nearest neighbor ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"555"	"carry"	"Johnson Jones Hooper , whose character Simon Suggs bears a close kinship to Flem Snopes in both his willingness to take cruel advantage of all and sundry and the sharpness with which he habitually carried out his will ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"556"	"carry"	"The others put on old coats or ducking jackets , whichever they carried behind their saddle cantles ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"557"	"carry"	"And carried him backward in a footballer's tackle ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"558"	"carry"	"These are mostly through highways that carry traffic going from one destination to another ."	"STATIVE"	"STATIVEHABITUAL"	"BOTH"
"brown_government"	"559"	"carry"	"The urban land use study carried out by the planning division staff has consisted of identifying and mapping all urban land uses which are of significance to statewide planning ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"560"	"carry"	"but if justice for Bantus entails driving the government of the Union of South Africa away from the West , then the Bantus must be prepared to carry their identification cards yet a while longer ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"561"	"carry"	"Supposing you or I were being accused in this manner , and yet we were doing our level best to carry on our work ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"562"	"carry"	"Nothing testifies more clearly to that cleavage than the peculiar editorial page appearing in a July issue of Life Magazine , the issue which also carried the second announcement of the candidacy ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"563"	"carry"	"To carry out this exalted conception the author has combined the vivid realism and imaginative power we have noticed in his early poetry and carried them out on a grand scale ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"564"	"carry"	"Many local citizens feared that there would be irregularities at the polls , and Williams got himself a permit to carry a gun and promised an orderly election ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"565"	"carry"	"In carrying out the provisions of this Act , the Secretary is authorized and directed to provide for the giving of notice of strikes or lock-outs to applicants before they are referred to employment ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"566"	"carry"	"Warren and White each carried , in addition to their own weapons and ammo , a box of ammo for the ROK's machine gun ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"567"	"carry"	"The rural land use study is being carried out under contract by the University of Rhode Island and identifies all agricultural land uses in the state by type of use ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"568"	"carry"	"Shayne noted idly that it carried Miami Beach license plates as he approached , and then saw the flare of a match in the front seat as they passed , indicating that it was occupied ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"569"	"carry"	"Ants carry away the seeds so better be sure that there are no ant hills nearby ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_lore"	"570"	"carry"	"In March there was a division of the slaves , and Giffen carried out his instructions as nearly as possible ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"571"	"carry"	"Buzz had on a Hawaiian shirt and was carrying some sun-tan oil and dark glasses ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_adventure"	"572"	"carry"	"In any case , he had no intention of being caught asleep , so he carried his revolver in its holster on his hip and he took his Winchester with him and leaned it against the fence ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_government"	"573"	"carry"	"The amount which may be borrowed from the SBA depends on how much is required to carry out the intended purpose of the loan ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"574"	"carry"	"He went to his cabin and emerged carrying a large chart , which he set up in view of the crew ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"575"	"carry"	"Early in November the clouds lifted enough to carry out the assigned missions ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"576"	"carry"	"Hoag would carry its sound to his grave ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"577"	"carry"	"Then , quickly , and a little nervously , the doctor ordered a couple of ballplayers to carry the catcher into the dressing room ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"578"	"carry"	"Food , medical supplies , utensils , and equipment , if not already stored in the shelter , must be quickly gathered up and carried into it ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"579"	"carry"	"To the Rebels it seemed as if Sherman carried tunnels and bridges in his pockets ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_editorial"	"580"	"carry"	"So far the platoons on left and right fielders don't seem capable of carrying the load ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_news"	"581"	"carry"	"Later , a bus will carry members to the Chicago Stadium to see Jack Kramer's professional tennis matches at 8 p.m. ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"582"	"carry"	"He would not carry a brief case ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_editorial"	"583"	"carry"	"For Mr. Kennedy , speaking softly and carrying a sizable stick is making the best of a bad situation ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_mystery"	"584"	"carry"	"He went back and got the flashlight , returned to the tunnel and carried the suitcase to the edge of the pit he had found earlier ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_humor"	"585"	"carry"	"Ambiguity arises when the pronoun it carries a twofold reference ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"586"	"carry"	"Although it does not follow the metrical rules for a blues to be sung , the phrases themselves carry a blues feeling ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"587"	"carry"	"It didn't take Captain Chandler long to realize that he had to carry a heavy load of tradition on his shoulders as commander of Troop Aj ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"588"	"carry"	"the worn teddy bear , a tiny suitcase that Jim carried , and the clothes she wore , were all she had ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_reviews"	"589"	"carry"	"Robert Morse , singing with comically plaintive earnestness , carries most of the burden and is responsible for the high spots in Frank Loesser's score ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"590"	"carry"	"He picked her up , sliding one hand under her shoulders , the other under her knees , and carried her into the house ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"591"	"carry"	"The measurement of topcoats on primers can also readily be carried out ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"592"	"carry"	"Each plane carried two five-hundred pound bombs ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_lore"	"593"	"carry"	"He carried three guns -- one in the right trouser pocket , one under his left armpit , one in the left outside coat pocket -- and was equally lethal with both hands ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_fiction"	"594"	"carry"	"When the boat had touched , the weaker ones and the two wounded men had been lifted out and carried away by the soldiers ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"595"	"carry"	"Functionally the planning division carries out four activities : long-range state planning , current state planning , local planning assistance ; ;"	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_government"	"596"	"carry"	"Assistant Secretaries of State will now carry an increased burden of active formulation and coordination of policies ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_science_fiction"	"597"	"carry"	"Meanwhile , all the personnel except those few needed to carry out the performance of the ship , went into the suspensor ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_reviews"	"598"	"carry"	"John Heffernan , playing Larry Larkin , the cartoonist , carries the show in marvelous fashion ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_news"	"599"	"carry"	"As the third round of the tournament began on Saturday and the duel was resumed in earnest , it was Player's superior aggressiveness that carried him into the lead ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"600"	"carry"	"There she walked to the far left and leaned on a vacant section of banister , while the vendor picked himself another well-dressed American lady , carrying a camera and a handsome alligator bag , ascending the steps alone ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_humor"	"601"	"carry"	"His hubris , deficiency of taste , and sadism carried him straightaway to the top ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"602"	"carry"	"A week later the sentence of the Council was carried out : Jake Camaret and the woman were marched naked through the streets past a mocking populace ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"603"	"carry"	"No organization can carry on like that ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"604"	"carry"	"Like , for example , a man carrying a twenty-two rifle , probably with a telescopic sight attached ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"605"	"carry"	"Over these voluntary agencies , in 1917-18 , the CTCA served as a co-ordinating body in carrying out what Survey called `` the most stupendous piece of social work in modern times '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"606"	"carry"	"The result of this attitude has been the domination of many orthography conferences by such considerations as typographic ' esthetics ' , which usually turns out to be nothing more than certain prejudices carried over from European languages ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"607"	"carry"	"Dramatic activity at the College is organized and carried on by The Carleton Players , which is to say by all students who are so inclined to advance these aims ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"608"	"carry"	"Bernard Parrillo , 20 , of 19 Fletcher Ave. , Cranston , was admitted to Roger Williams Hospital shortly before 11:30 a.m. yesterday after a hunting accident in which a shotgun he was carrying discharged against his heel ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_reviews"	"609"	"carry"	"but the East would have to show sincerity in carrying it out '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"610"	"carry"	"The education function of the Institute is carried on by the staff in the departments of pathology and its consultants ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"611"	"carry"	"The books are carried around by truck in canvas bags from headquarters to the other libraries ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"612"	"carry"	"Each must match Wisman's `` pie '' with the fragment that he carries with him ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_mystery"	"613"	"carry"	"Had that tall dark boy , carrying trays too heavy for him , found what he might have considered adulation of a man he probably hated more than he could bear ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"614"	"carry"	"It is proposed that in the future complete sampling censuses be carried out at five-year intervals ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"615"	"carry"	"Beyond that , Allied disagreement about military intervention in Laos -- despite warnings that they might do so -- allowed Moscow to carry out with impunity a series of military and diplomatic moves that greatly strengthened the pro-Communist forces ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"616"	"carry"	"Throughout these years , the statutory authorization was for such sums as were necessary to carry out the provisions of the Act ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"617"	"carry"	"In two minutes the body of Tilghman's former comrade , who had been killed by Blue Throat in a gambling brawl the previous night , was carried into the town's funeral parlor to be prepared for decent burial ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"618"	"carry"	"There is hereby authorized to be appropriated , out of any money in the Treasury not otherwise appropriated , such sums as may be necessary to enable the Commission to carry out its functions under this Title ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"619"	"carry"	"Then he arrived in Zanzibar and found Africans carrying signs saying `` American imperialists , go home '' ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_fiction"	"620"	"carry"	"He appeared to be peering haughtily down his nose at the crowded and unclean vessel that would carry him to freedom ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"621"	"carry"	"Barton's men cut the telegraph wires in half a dozen places , carrying away whole sections to make repairs more difficult ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"622"	"carry"	"I worked on the Schuylkill Expressway and if it had not been for the big trucks carrying rock and concrete there wouldn't be an Expressway ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_news"	"623"	"carry"	"-- Richard J. Hughes made his Morris County debut in his bid for the Democratic gubernatorial nomination here last night with a pledge `` to carry the issues to every corner of the state '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"624"	"carry"	"Our Office of Foreign and Domestic Commerce carries on a vigorous program , directly aimed at solving and expediting the problems of manufacturers in the lower employment categories ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_romance"	"625"	"carry"	"A glance revealed that the main topgallant mast had been carried away ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"626"	"carry"	"She designed and supervised the building of the Harbert , Michigan , house , most of which was constructed by one local carpenter who carried the heavy beams singly upon his shoulder ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"627"	"carry"	"The term enquetes demographiques , previously used for the supplementary investigations carried out in connection with the administrative censuses , was used for the new investigations ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"628"	"carry"	"This he did by using utterly literal means to carry the forward push of the collage ( and of Cubism in general ) literally into the literal space in front of the picture plane ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"629"	"carry"	"an explosive laugh which always carried everything before it ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"630"	"carry"	"Morgan returned to the kitchen , built a fire , and carried in several buckets of water from the spring which he poured into the copper boiler that he had placed on the stove ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"631"	"carry"	"In their maneuvers last month , they wore World War 2 , camouflage garb and helmets , and carried unloaded M-1 rifles ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_mystery"	"632"	"carry"	"If Felix was still wearing the hat and carrying the horn because he'd forgotten about them , he now remembered ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"633"	"carry"	"There was , of course , more to the portrait of a lady you carried in your mind's eye than the sine qua non of her virtue ."	"STATIVE"	"STATIVE"	"STATIVE"
